requirement_id,priority,path,value,confidence,source_refs,implementation,tests,status
CFG-0210,must,strategy.parameters.min_candle_pips,5.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.min_candle_pips=5.0,,,EXTRACTED
CFG-0211,must,strategy.parameters.engulf_full_wick,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.engulf_full_wick=True,,,EXTRACTED
CFG-0212,must,strategy.parameters.unconditional_direction,1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.unconditional_direction=1,,,EXTRACTED
CFG-0213,must,strategy.parameters.external_indicator_name,,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.external_indicator_name='',,,EXTRACTED
CFG-0214,must,strategy.parameters.external_buy_buffer,0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.external_buy_buffer=0,,,EXTRACTED
CFG-0215,must,strategy.parameters.external_sell_buffer,1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.external_sell_buffer=1,,,EXTRACTED
CFG-0216,must,strategy.parameters.ema_max_price_distance_pips,0.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ema_max_price_distance_pips=0.0,,,EXTRACTED
CFG-0217,must,strategy.parameters.ema_min_separation_pips,0.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ema_min_separation_pips=0.0,,,EXTRACTED
CFG-0218,must,strategy.parameters.zone_cycle_upper,999999.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.zone_cycle_upper=999999.0,,,EXTRACTED
CFG-0219,must,strategy.parameters.zone_cycle_lower,1e-05,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.zone_cycle_lower=1e-05,,,EXTRACTED
CFG-0220,must,strategy.parameters.sessions,"[{'enabled': True, 'start': '00:00', 'end': '23:59'}]",1.0,"/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sessions=[{'enabled': True, 'start': '00:00', 'end': '23:59'}]",,,EXTRACTED
CFG-0221,must,strategy.parameters.hedge_variant,single_opposite_leg_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_variant='single_opposite_leg_v1',,,EXTRACTED
CFG-0222,must,strategy.parameters.hedge_zone_variant,alternating_boundaries_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_variant='alternating_boundaries_v1',,,EXTRACTED
CFG-0223,must,strategy.parameters.same_chain_sniper_variant,oldest_best_pair_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.same_chain_sniper_variant='oldest_best_pair_v1',,,EXTRACTED
CFG-0224,must,strategy.parameters.cross_sniper_variant,pair_loss_profit_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cross_sniper_variant='pair_loss_profit_v1',,,EXTRACTED
CFG-0225,must,strategy.parameters.lot_balance_variant,managed_chain_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_balance_variant='managed_chain_v1',,,EXTRACTED
CFG-0226,must,strategy.parameters.reverse_entry_variant,signal_confirmed_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reverse_entry_variant='signal_confirmed_v1',,,EXTRACTED
CFG-0227,must,strategy.parameters.lottery_variant,per_closed_position_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lottery_variant='per_closed_position_v1',,,EXTRACTED
CFG-0228,must,strategy.parameters.hedge_zone_concurrency_policy,exclusive,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_concurrency_policy='exclusive',,,EXTRACTED
CFG-0229,must,strategy.parameters.sniper_hedge_pause_scope,hedge_origin_only,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sniper_hedge_pause_scope='hedge_origin_only',,,EXTRACTED
CFG-0230,must,strategy.parameters.execution_idempotency_policy,reconcile_before_retry,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.execution_idempotency_policy='reconcile_before_retry',,,EXTRACTED
CFG-0231,must,strategy.parameters.unknown_outcome_policy,block_until_reconciled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.unknown_outcome_policy='block_until_reconciled',,,EXTRACTED
CFG-0232,must,strategy.parameters.intent_unknown_timeout_seconds,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.intent_unknown_timeout_seconds=30,,,EXTRACTED
CFG-0233,must,strategy.parameters.intent_history_lookback_seconds,86400,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.intent_history_lookback_seconds=86400,,,EXTRACTED
CFG-0234,must,strategy.parameters.ownership_scope,account,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ownership_scope='account',,,EXTRACTED
CFG-0235,must,strategy.parameters.risk_precedence_policy,daily_halt_preempts_exposure,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.risk_precedence_policy='daily_halt_preempts_exposure',,,EXTRACTED
CFG-0236,must,strategy.parameters.recovery_session_policy,allow_recovery_outside_sessions,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.recovery_session_policy='allow_recovery_outside_sessions',,,EXTRACTED
CFG-0237,must,risk.base_lot,0.01,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.base_lot=0.01,,,EXTRACTED
CFG-0238,must,risk.max_lot,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_lot=1.0,CRiskEngine::NormalizeVolume,model:test_max_lot,GENERATED
CFG-0239,must,risk.max_spread_pips,3.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_spread_pips=3.0,,,EXTRACTED
CFG-0240,must,risk.max_open_positions,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_open_positions=50,,,EXTRACTED
CFG-0241,must,risk.max_levels_buy,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_levels_buy=50,,,EXTRACTED
CFG-0242,must,risk.max_levels_sell,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_levels_sell=50,,,EXTRACTED
CFG-0243,must,risk.freeze_drawdown_pct,15.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.freeze_drawdown_pct=15.0,,,EXTRACTED
CFG-0244,must,risk.max_drawdown_pct,20.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.max_drawdown_pct=20.0,,,EXTRACTED
CFG-0245,must,risk.risk_per_trade_pct,0.5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.risk_per_trade_pct=0.5,,,EXTRACTED
CFG-0246,must,risk.daily_loss_pct,5.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.daily_loss_pct=5.0,,,EXTRACTED
CFG-0247,must,risk.sl_pips,100,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.sl_pips=100,,,EXTRACTED
CFG-0248,must,risk.tp_pips,20,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:risk.tp_pips=20,,,EXTRACTED
CFG-0249,must,controls.features,"['controls.chart_panel', 'controls.new_cycle', 'controls.pending_order_remote', 'controls.reset_lots']",1.0,"/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.features=['controls.chart_panel', 'controls.new_cycle', 'controls.pending_order_remote', 'controls.reset_lots']",,,EXTRACTED
CFG-0250,must,controls.new_cycle_semantics,true_means_allow_new_cycle,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.new_cycle_semantics='true_means_allow_new_cycle',,,EXTRACTED
CFG-0251,must,controls.pending_commands.stop_ea.order_type,buy_stop,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_ea.order_type='buy_stop',,,EXTRACTED
CFG-0252,must,controls.pending_commands.stop_ea.price,999999.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_ea.price=999999.0,,,EXTRACTED
CFG-0253,must,controls.pending_commands.stop_ea.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_ea.action.type='set_state',,,EXTRACTED
CFG-0254,must,controls.pending_commands.stop_ea.action.path,ea.enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_ea.action.path='ea.enabled',,,EXTRACTED
CFG-0255,must,controls.pending_commands.stop_ea.action.value,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_ea.action.value=False,,,EXTRACTED
CFG-0256,must,controls.pending_commands.start_ea.order_type,buy_stop,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.start_ea.order_type='buy_stop',,,EXTRACTED
CFG-0257,must,controls.pending_commands.start_ea.price,666666.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.start_ea.price=666666.0,,,EXTRACTED
CFG-0258,must,controls.pending_commands.start_ea.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.start_ea.action.type='set_state',,,EXTRACTED
CFG-0259,must,controls.pending_commands.start_ea.action.path,ea.enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.start_ea.action.path='ea.enabled',,,EXTRACTED
CFG-0260,must,controls.pending_commands.start_ea.action.value,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.start_ea.action.value=True,,,EXTRACTED
CFG-0261,must,controls.pending_commands.disable_new_cycle.order_type,buy_stop,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.disable_new_cycle.order_type='buy_stop',,,EXTRACTED
CFG-0262,must,controls.pending_commands.disable_new_cycle.price,888888.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.disable_new_cycle.price=888888.0,,,EXTRACTED
CFG-0263,must,controls.pending_commands.disable_new_cycle.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.disable_new_cycle.action.type='set_state',,,EXTRACTED
CFG-0264,must,controls.pending_commands.disable_new_cycle.action.path,cycle.new_enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.disable_new_cycle.action.path='cycle.new_enabled',,,EXTRACTED
CFG-0265,must,controls.pending_commands.disable_new_cycle.action.value,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.disable_new_cycle.action.value=False,,,EXTRACTED
CFG-0266,must,controls.pending_commands.enable_new_cycle.order_type,sell_limit,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.enable_new_cycle.order_type='sell_limit',,,EXTRACTED
CFG-0267,must,controls.pending_commands.enable_new_cycle.price,888888.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.enable_new_cycle.price=888888.0,,,EXTRACTED
CFG-0268,must,controls.pending_commands.enable_new_cycle.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.enable_new_cycle.action.type='set_state',,,EXTRACTED
CFG-0269,must,controls.pending_commands.enable_new_cycle.action.path,cycle.new_enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.enable_new_cycle.action.path='cycle.new_enabled',,,EXTRACTED
CFG-0270,must,controls.pending_commands.enable_new_cycle.action.value,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.enable_new_cycle.action.value=True,,,EXTRACTED
CFG-0271,must,controls.pending_commands.stop_buy.order_type,buy_stop,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_buy.order_type='buy_stop',,,EXTRACTED
CFG-0272,must,controls.pending_commands.stop_buy.price,555555.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_buy.price=555555.0,,,EXTRACTED
CFG-0273,must,controls.pending_commands.stop_buy.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_buy.action.type='set_state',,,EXTRACTED
CFG-0274,must,controls.pending_commands.stop_buy.action.path,direction.buy_enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_buy.action.path='direction.buy_enabled',,,EXTRACTED
CFG-0275,must,controls.pending_commands.stop_buy.action.value,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_buy.action.value=False,,,EXTRACTED
CFG-0276,must,controls.pending_commands.stop_sell.order_type,sell_limit,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_sell.order_type='sell_limit',,,EXTRACTED
CFG-0277,must,controls.pending_commands.stop_sell.price,555555.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_sell.price=555555.0,,,EXTRACTED
CFG-0278,must,controls.pending_commands.stop_sell.action.type,set_state,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_sell.action.type='set_state',,,EXTRACTED
CFG-0279,must,controls.pending_commands.stop_sell.action.path,direction.sell_enabled,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_sell.action.path='direction.sell_enabled',,,EXTRACTED
CFG-0280,must,controls.pending_commands.stop_sell.action.value,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_commands.stop_sell.action.value=False,,,EXTRACTED
CFG-0281,must,controls.pending_command_transport,pending_order_v1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.pending_command_transport='pending_order_v1',,,EXTRACTED
CFG-0282,must,controls.account_wide_close_approved,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:controls.account_wide_close_approved=True,,,EXTRACTED
